,Song_Title,Artist,Lyricist,Composer,Lyric
110,タダダキアッテ,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,ディカプリオの出世作なら さっき僕が録画しておいたから もう少し話をしよう 眠ってしまうにはまだ早いだろう この星を見てるのは 君と僕と あと何人いるかな ある人は泣いてるだろう ある人はキスでもしてるんだろう この世界に潜む 怒りや悲しみに あと何度出会うだろう それを許せるかな? 明日 もし晴れたら広い公園へ行こう そしてブラブラ歩こう 手をつないで 犬も連れて 何も考えないで行こう 左の人 右の人 ふとした場所できっと繋がってるから 片一方を裁けないよな 僕らは連鎖する生き物だよ 子供らを被害者に 加害者にもせずに この街で暮らすため まず何をすべきだろう? でももしも被害者に 加害者になったとき 出来ることと言えば 涙を流し 瞼を腫らし 祈るほかにないのか? ただただ抱き合って 肩叩き抱き合って 手を取って抱き合って ただただただ ただただただ ただ抱き合っていこう 子供らを被害者に 加害者にもせずに この街で暮らすため まず何をすべきだろう? でももしも被害者に 加害者になったとき かろうじて出来ることは 相変わらず 性懲りもなく 愛すこと以外にない ただただ抱き合って 肩叩き抱き合って 手を取って抱き合って ただただただ ただただただ ただ抱き合っていこう 戦って 戦って 誰がため戦って 戦って 誰 勝った? 誰がためだ? 誰がためだ? 誰がため戦った?
111,旅立ちの唄,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,怖がらないで。 手当たり次第に灯り点けなくても いつか 一人ぼっちの夜は明けていくよ 転んだ日は はるか遠くに感じていた景色も 起き上がってよく見ると なんか辿り着けそうじゃん 君の大好きだった歌 街に流れる それは偶然が僕にくれた さりげない贈り物 Ah 旅立ちの唄 さぁ どこへ行こう? また どこかで出会えるね Ah とりあえず「さようなら」 自分が誰か分からなくなるとき君に語りかけるよ でも もし聞こえていたって返事はいらないから… 大切なものを失くして また手に入れて そんな繰り返しのようで その度新しくて 「もうこれ以上 涙流したり笑いあったりできない」と言ってたって やっぱり人恋しくて 今が大好きだって躊躇などしないで言える そんな風に日々を刻んでいこう どんな場所にいても Ah はじまりを祝い歌う最後の唄 僕は今手を振るよ Ah 悲しみにさようなら 疲れ果てて足が止まるとき 少しだけ振り返ってよ 手の届かない場所で背中を押してるから Ah 旅立ちの唄 さぁ どこへ行こう? また どこかで出会えるね Ah とりあえず「さようなら」 自分が誰か忘れそうなとき ぼんやり想い出してよ ほら 僕の体中 笑顔の君がいるから 背中を押してるから でも返事はいらないから
112,旅人,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,安直だけど純粋さが胸を打つのです 分かってながら僕らは猥褻 情報過多で簡略化だぜ文明の利器は 僕らをどうして何処へ運んでく 誰だってしんどい 集団で牛丼食べて孤独な想いを消してんだ ほらもう少しの辛抱 あわてん坊よ焦るな 忘れ去られた人情味を探して 彷徨っている僕らって愛に舞う旅人 うつむかないで天上を見よ 転ばぬ先の杖なんていらない でも心配 そんで今日もまた神頼み 愛情の表現なんてのは十人十色です 僕に構わず先に行ってくんさい 裸で抱き合って 隣人と将来などを不安な想いで見つめんだ 悩みは尽きないや 切ないがぐれるな 恋に身を投げるロミオ 美談にならない時代だ よって僕もまた旅人 言い訳せずに実行せよ 正当化せず答えを探そう ありがとう こんな僕に付き合ってくれて どうせ駄目ならやってみよう 数え切れぬ絶望を味わった夢を追う旅人 この人生をまっとうせよ 誰のものでもないと図に乗って しくじって そんで今日もまた神頼み
113,ためいきの日曜日,"
Mr.Children",桜井和寿,桜井和寿,"Oh my Darin' 白い雲を 窓から眺めるたび 遥か遠く 逢えぬ君へ 想いつのる ためいきの日曜日 黄昏時の風に 身を任せて 飛んで行きたいよ 電話じゃ上手く 伝えられないから Sunday oh Sunday 行き交う恋人達の 笑い声に君が重なる I'm dreaming of, see you again 夢の中で逢おう いつの日かきっと 君の願いが叶う その日まで Oh my Baby, 別々の場所で暮らす二人の 距離が心のその中まで 変えないように あの日から今日まで 積み上げてた時が 今にも崩れてしまいそうな 悪い夢を 一日中見てた Sunday oh Sunday 思ってたよりもずっと 君の存在(かげ)は大きくなってた I'm dreaming of, see you again 夢の中で逢おう 口癖のように 君の名を呼んでも No 退屈な TVショー おしゃべりなラジオ 飲みかけのソーダ 星の降るハイウェイ 何もかもが 全て僕を狂わせて行く I'm so blue"
114,turn over?,"
Mr.Children",桜井和寿,桜井和寿,明け方の東京はしらけた表情で 眠れないボクのことを見下ろしてる こんなスタートで今日を迎えてしまうのは 「誰のせいなんだ！？」って言いたくもなる キミは今どう思っているの？ すれ違いの日々を 映画じゃ 躓いても立ち直っていくってストーリー 散々観たろう？だけど現実は違う 誰かしら泣いてんだよ 栄光と美談の裏で だからさ よく考えてみて 機嫌直してよ 頭の中 妄想が渦を巻いている 悪いことばかりを考えてしまう キミに必要な理解者 今こそなろうと思います 子供らの聖歌隊 その歌声のように どこまでも透き通っていて嘘はない forever love I'll make you smile 叫びたいくらいだダーリン 我が人生で最愛の人は そう キミ一人 地球は回る 僕らとは無関係で それもそうさ いろんなカタチの愛があって 今日も生まれては消えてく 面倒臭くて手に負えないな この愛という名の不条理 懲り懲りだって思うけど キミ無しじゃ辛い forever love I'll make you smile 叫びたいくらいだダーリン この人生で最大の出会いと悟ったんだ 我が人生で最愛の人は そう キミ一人 ただ一人
115,抱きしめたい,"
Mr.Children",桜井和寿,桜井和寿,出会った日と 同じように 霧雨けむる 静かな夜 目を閉じれば 浮かんでくる あの日のままの二人 人波で溢れた 街のショウウィンドウ 見とれた君が ふいに つまずいた その時 受け止めた 両手のぬくもりが 今でも 抱きしめたい 溢れるほどの 想いが こぼれてしまう前に 二人だけの 夢を胸に 歩いてゆこう 終わった恋の心の傷跡は 僕にあずけて キャンドルを 灯すように そっと二人 育ててきた 形のない この想いは 今はもう 消えはしない 震えそうな夜に 声をひそめ 君と 指切りした あの約束 忘れてやしないよ 心配しないで 君だけを 見ている もしも 君が 泣きたい位に 傷つき 肩を落とす時には 誰よりも素敵な 笑顔を 探しに行こう 全てのことを 受け止めて行きたい ずっと二人で 抱きしめたい 溢れるほどに 君への想いが 込みあげてく どんな時も 君と肩をならべて 歩いてゆける もしも 君が さみしい時には いつも 僕が そばにいるから
116,DANCING SHOES,"
Mr.Children",桜井和寿,桜井和寿,"息を殺してその時を待っている いつか俺にあの眩い光が当たるその時を でも案外 チャンスは来ないもんで 暗いトンネルの中でぼんやり遠くの光を見てる だけ バランスとって生きるのが人の常 右肩上がれば左の肩も上げ やっぱ両肩下げる 群れを離れ歩いてくのもシンドい 良くも悪くも注目浴びれば その分だけ叩かれる 後退りしたり 地団駄踏んだり なに！？このくだり？ We were born to be free Hey girls, come on Let you wear the dancing shoes. その両手に繋がれた鎖 タンバリン代わりにして 踊れるか？ 転んだってまだステップを踏め！ 無様な位がちょうど良い さぁ Do it, do it, do it, do it!! 流行り廃りがあると百も承知で そう あえて俺のやり方でいくんだって自分をけしかける 四半世紀やってりゃ色々ある あちらを立てれば こちらは濡れずで破綻をきたしそうです サルバドール・ダリ ってちょっとグロくない？ 普通じゃない感じが良い We were born to be free Hey boys, come on Let you wear the dancing shoes. その両足にかせられた負荷に 抗いステップを踏め！ 弾む息を大空に撒き散らして 君は思うよりカッコ良い さぁ Do it, do it, do it, do it!! Hey guys, come on Let you wear the dancing shoes. その両手に繋がれた鎖 タンバリン代わりにして 踊れるか？ 転んだってまだステップを踏め！ 無様な位がちょうど良い さぁ Do it, do it, do it, do it!! Do it, do it, do it, do it!!"
117,Dance Dance Dance,"
Mr.Children",桜井和寿,桜井和寿・小林武史,クルクルと地球儀を回して 世界中を旅してる気分 あまりに低い天井を見上げれば 救いようもなく また寝転がる Give me love. give you up. give me one true Give me love. give you up. give me one true テレビに映るポーカーフェイス 正義をまとって売名行為 裏のコネクション 闇のルート 揉み消された真相 君の傷口 そっと舐めると よじれて涙がこぼれた ビタミン剤が主食の生活(くらし)で ヘルスメーターにも笑われ give me love. give you up. give me one true give me love. give you up. give me one true 今日もハイテンション ロックンロールスター 虚像を背負って ツイスト＆シャウト みんなでファッション 舞い上がれ 落ちる定めのヒットチャート 満たされない夢と欲望の彼方に 残された君と希望の橋を渡ろう さぁ 踊ろう 世界が終わるまで その未来を 僕の手に委ねたなら Dance Dance Dance 飽和しそうなほどのインフォメーション 欲望が服着て歩く グラビアの彼女に恋をして 一目会って 嫌気がした give me love. give you up. give me one true give me love. give you up. give me one true 今日もディスカッション 深夜のトーク 偽善だらけの love & peace きわどいコレクション ランジェリーラブ 今夜も一人 lonely play 満ち足りた マニュアルにそった恋の中 もがいてる 将来有望な僕らがいるよ さぁ踊ろう 鼓動が止まっても気にしないよ 君ともっと 汚れてみたい 満たされない夢と欲望の彼方に 残された君と希望の橋を渡ろう さぁ 踊ろう 世界が終わるまで その未来を 僕の手に委ねたなら Dance Dance Dance
118,血の管,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,川下の方で光る 水面 ぼんやり見てた そっと目を閉じてみる あなたを感じる 彩りを増すばかり 愛しい日の面影 もどかしい程 心に降り積る 柔肌の上に浮かぶ 血の管にくちづけた あの夜を想いだす 独りを感じる
119,CHILDREN'S WORLD,"
Mr.Children",桜井和寿,桜井和寿,壊れた窓の隙間から 僕を呼ぶ口笛が聞こえる 空き地の隅に組み立てた 秘密の基地へ走って行く ママの口癖も 聞こえないふりで 仲間を集めて 始めよう あいつは口が軽いから 仲間には入れたくないけれど ギター弾くのが上手いんだ それはまるで チャック・ベリーのように トランプが化けた メンバーズ・カード こっそり計画を立てて 何か大きな事を しでかしたくて ウズウズしている いつも 大人の声に 聞き耳立てて ビクビクしている そんな CHILDREN'S WORLD 間違いだらけの答案は 空き地に埋めて隠したけど 心の隅に隠してる 重い荷物は消せないから あの頃のように 笑えない時が いつか来るけれど 心の中は 数えきれない夢を抱えて ドキドキしている 今は思い通りにいかないことも いつかは叶えて ここは CHILDREN'S WORLD
120,つよがり,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,凛と構えたその姿勢には古傷が見え 重い荷物を持つ手にもつよがりを知る 笑っていても僕にはわかってるんだよ 見えない壁が君のハートに立ちはだかってるのを 蚊の泣くような頼りない声で 君の名前を呼んでみた 孤独な夜を越えて 真直ぐに 向き合ってよ 抱き合ってよ 早く 着かず離れずが恋の術でも傍にいたいのよ いつ君が電話くれてもいいようになってる 話す相手も自ずと挟まってくんだよ ちっちゃな願いをいつもポケットに持ち歩いてるんだ ｢優しいね｣なんて 買被るなって 怒りにも似ているけど違う 悲しみを越えて 真直ぐに 向き合ってよ 抱き合ってよ 強く 愛しさのつれづれで かき鳴らす六弦に 不器用な指が絡んで震えてる たまにはちょっと自信に満ちた声で 君の名を叫んでみんだ あせらなくていいさ 一歩ずつ僕の傍においで そしていつか僕と 真直ぐに 向き合ってよ 抱き合ってよ 早く 強く あるがままで つよがりも捨てて
121,ティーンエイジ・ドリーム (I～II),"
Mr.Children",桜井和寿,桜井和寿,かさばった部屋の荷物を 一日中 かたづけていると 隠れてた 想い出達が 引き出しから そっと顔を出した tul… それは今も 僕の宝物 あの日の気持ち 鮮やかに甦る まるで 恋人のように あの娘の そばでいつも ふざけてばかりいた放課後 みんなの噂になって 上手く 話せなくなった Friend oh my friend oh my friend 置き忘れたままの teenage dream もうあの時は 戻らないけど 今もこの胸に 焼きついたまま 誰かが 忘れていった 埃をかぶってる 68Guns すりきれて 針がはねては 同じフレーズを 繰り返してるよ tul… 訳もなく 胸が痛くなる から廻りする 時はまるでメリーゴーランド あの日の気持ち 鮮やかに甦る 少しは 大人になって いろんなことが 変わった 愛すべき人に出会って だけど あの想い出は 投げやりな 僕をずっと ささえてるから 形を変えてゆく teenage dream もうあの時は 戻らないから 新しい夢を 抱きしめていよう 置き忘れたままの teenage dream もうあの時は 戻らないけど 今もこの胸に 焼きついたまま コノテデ セカイヲ ウゴカシテ イチニチジュウ ワラッテイタイ ダレモガ ミナ ナミダスルホドノ トワノ ウタヲ ウタイタイ フルエブルブルトマラナイホドノ アツイキスヲ シテミタイ ヤスミノヒニワ アノコト ドライブニ イキタイ ソシテ ダキアッタママ ダキアッタママデ テンマデ テンマデ イッショニ ノボリタイ ○○ ×× △△ □ ！！ ？？
122,手紙,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,過ぎ去りしあなたへ 想い出のあなたへ かけがえのないものに気付きゆくこの頃です ささいな事に情熱をぶつけ傷つけ合って それさえも微笑みに変わります 今ならば 遠い夏を越えて 秋を過ぎて あなたの事を想うよ 今でも会いたくて 寂しすぎて 愚かな自分を恨みもするけど 過ぎ去りしあなたへ 想い出のあなたへ 今じゃ別の誰かの胸に眠るはずだよね 花ゆれる春なのに
123,掌,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,掌に刻まれた歪な曲線 何らかの意味を持って生まれてきた証 僕らなら 求め合う寂しい動物 肩を寄せるようにして 愛を歌っている 抱いたはずが突き飛ばして 包むはずが切り刻んで 撫でるつもりが引っ掻いて また愛 求める 解り合えたふりしたって 僕らは違った個体で だけどひとつになりたくて 暗闇で もがいて もがいている ステッカーにして貼られた本物の印 だけど そう主張している方がニセモノに見える 僕らなら こんな風な袋小路に 今も迷い込んだまま 抜け出せずにいる 夢見てるから儚くて 探すから見つからなくて 欲しがるから手に入んなくて 途方に暮れる どこで間違ったかなんて 考えてる暇もなくて でも答えがなきゃ不安で 君は君で 僕は僕 そんな当たり前のこと 何でこんなにも簡単に 僕ら 見失ってしまえるんだろう? ALL FOR ONE FOR ALL BUT I AM ONE ALL FOR ONE FOR ALL BUT YOU ARE ONE ひとつにならなくていいよ 認め合うことができればさ もちろん投げやりじゃなくて 認め合うことができるから ひとつにならなくていいよ 価値観も 理念も 宗教もさ ひとつにならなくていいよ 認め合うことができるから それで素晴らしい キスしながら唾を吐いて 舐めるつもりが噛みついて 着せたつもりが引き裂いて また愛 求める ひとつにならなくていいよ 認め合えばそれでいいよ それだけが僕らの前の 暗闇を 優しく 散らして 光を 降らして 与えてくれる
124,天頂バス,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,そろそろ時間だ 急いで鞄に詰めよう 隅から隅まで未来を書きためたネタ帳 A.B.C ここの連中と慰め合っちまえば 向こう側の奴が笑ってたって気づきもせず Game Over 望んでいれば いつまででも成長期 ずっとチャレンジャーで いてぇ訳じゃねぇんだ ベルトを奪いに行くぞ 天国行きのバスで行こうよ 揺れるぞ 地に足を着けろ 己の直感と交わした約束を 果たすまできっと僕に 終点などねぇぞぉ …で何だっけ? 「明日こそきっと」って 戯言ぬかして 自分を変えてくれるエピソードをただ待ってる 木偶の坊 そうしてれば 時間だけ無駄に過ぎるよ もう すぐそば 待ってろブルーバード 今捕まえに行くぞ 天国行きのバスで行こうよ 揺れるぞ 地に足を着けろ 己の感覚と交わした約束を 果たすまで降りはしないぜ どんな暴風雨が襲っても 全力疾走で駆け抜けろ 僕らは雑草よ でも逆の発想を この胸に秘めているよ このバディーに秘めているよ トンネルを抜けると 次のトンネルの入り口で 果てしない闇も 永遠の光も ないって近頃は思う だから 「自分のせいと思わない」 とか言ってないでやってみな 天国行きのバスで行こうよ さぁ乗っかって君もおいでよ どんな暴風雨が襲っても 全力疾走で駆け抜けろ 僕らは雑草よ でも逆の発想を この胸に秘めて 天国へと続く滑走路 全力疾走で駆け昇ろう 108の煩悩と 底知れぬ本能を この胸に秘めているよ このバディーに秘めているよ
125,Dear wonderful world,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,Oh Baby 通り雨が上がったら 鼻歌でも歌って歩こう この醜くも美しい世界で 無駄なことなど きっと何一つとしてないさ 君の身の上話のひとつでも聞かせてよ Oh Baby 通り雨が上がるまで カプチーノでも頼んで待とうか? この醜くも美しい世界で
126,DISCOVERY,"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,空き缶を蹴り飛ばして 悲しみをポケットにしまって 振り向かずに DISCOVERY 険しくとも歩みゆく ただ君の手を取って 真直ぐに DISCOVERY 夕立に襟を立て 水たまりに自由を写して 僕らなりに DISCOVERY 大切な人を失くして 時が流れ忘れ 浮かばれんが DISCOVERY 大地を切り開いて 魂を解き放て 成せば成る DISCOVERY 心に翼を持って この愛を両手に抱いて 振り向かずに DISCOVERY
127,Distance,"
Mr.Children",桜井和寿,桜井和寿・小林武史,いつものように ずっと 黙ったまま 二人 走り抜ける 夜のハイウェイ 見慣れた街を 背に 哀しみを 胸に 今夜 最後のMoonlight driving あの時 君が言ってた 言葉が今 嘘になる 愛しい君の笑顔が 涙で にじむ前に さよなら 輝いていた 想い出だけを 心の中に 窓を打つ雨が やむころには 二人 孤独な自由と 向き合って 気づき始めてた 離れてゆく心 つないだのは いたわりだけ あの時 僕が話した これからの二人の夢 いつかは こんな日がくると 互いに 解ってたのに それでも そばにいたのは 臆病だから？ 愛していたから？ アクセルを強く踏んで 君の街へ 二度とは引き返せない 記憶の中へ 愛しい君の笑顔が 涙で にじむ前に さよなら 輝いていた想い出に 今 いつかはこんな日が来ると 互いに解ってたのに それでも そばにいたのは 臆病だから？ それとも今でも 愛しているから？
128,day by day(愛犬クルの物語),"
Mr.Children",KAZUTOSHI SAKURAI,KAZUTOSHI SAKURAI,愛犬クルは行儀良く主人を慕う どんな時だって嬉しそうにその尻尾を振る um 彼の顔なんて美味くないだろう？ 扉開く度 駆け寄り舐めている um 時には悲しみ um 孤独に似た日々 固いベッドで分けあって 週末の度 助手席に乗り移動 何かを補いあうように暮らす二人 So day by day And day by day 愛おしさはまた深くなっていくよ 愛犬クルは仲の良い夫婦が こどもに恵まれず それでやって来たという でも そのおかげでみんな幸せになったよ 綺麗だったあの女性(ひと)がいなくなってからも um 忘れぬ哀しみ um 愛した人の匂い 今もソファに残っている あの柔らかい膝の上の温もり 夢の中思い出すように深く眠っている So day by day And day by day 今もなお帰りを待っているの？ So day by day And day by day 愛おしさはまた深くなっていくよ And day by day
129,デルモ,"
Mr.Children",桜井和寿,桜井和寿,東京―パリ間を行ったり来たりして 順風満帆の20代後半だね バブリーな世代交代の波押し退けて クライアントに媚び売ったりなんかして いつも自己管理 ダイエット 睡眠不足 華やかな様であって 死んだ気になりやってんだ デルモって言ったら“えっ！”ってみんなが 一目置いて 扱って 4 5年も前なら そんな感じに ちょっと酔いしれたけど 寂しいって言ったら ぜいたくかな かいかぶられて いつだって 心許せる人はなく 振り向けば一人きり 自分の男性観が屈折しているのに マザコンだらけの世代を笑ってみたり 毎晩オサカンな無名時代の友と 長距離電話そんでもって彼女が云うには こんな事聞いて誤解しないでよ 縛られるのって 結構気持ちいいかもしんないな あのね この間 ふと思ったの “幸せ”ってつまり何なのよ 結婚であったり 恋が女の 全てじゃないにしても 心にポッカリ空いたまんまの 穴を何が埋めてくれるの 嬉しいよな 悲しいよな 時には涙 モデル 母の優しき面影を 追いかけて唄う ふるさとの子守唄 デルモって言ったら“あっ！”ってみんなが ものめずらし気に見ちゃって 10代の頃は そんな感じを ひたすら夢見たけど 苦しいって言ったら 大げさかな かいかぶられて いつだって 心開ける人はなく 気が付けば一人きり Oh Yeah この間 また思ったの “幸せ”ってつまり何なのよ 子供作っちゃえばってみんなが 軽いノリで言うけど 私にとっては深刻なの 満たされなくて いつだって 嬉しいよな 悲しいよな ちょっぴり涙 モデル Oh Yeah まだまだ若いの (デルモ) 輝いてたいの (デルモ) 私が世界の (デルモ) 水泳大会の (おりも政夫) Uh… Da… Da… Yeah Uh デルモ… Ah オリモ…
130,Tomorrow never knows,"
Mr.Children",桜井和寿,桜井和寿,とどまる事を知らない時間の中で いくつもの移りゆく街並みを眺めていた 幼な過ぎて消えた帰らぬ夢の面影を すれ違う少年に重ねたりして 無邪気に人を裏切れる程 何もかもを欲しがっていた 分かり合えた友の愛した女でさえも 償うことさえできずに今日も傷みを抱き 夢中で駆け抜けるけれども まだ明日は見えず 勝利も敗北もないまま孤独なレースは続いてく 人は悲しいぐらい忘れてゆく生きもの 愛される喜びも 寂しい過去も 今より前に進む為には 争いを避けて通れない そんな風にして世界は今日も回り続けている 果てしない闇の向こうに oh oh 手を伸ばそう 誰かの為に生きてみても oh oh Tomorrow never knows 心のまま僕はゆくのさ 誰も知ることのない明日へ 優しさだけじゃ生きられない 別れを選んだ人もいる 再び僕らは出会うだろう この長い旅路のどこかで 果てしない闇の向こうに oh oh 手を伸ばそう 癒える事ない傷みなら いっそ引き連れて 少しぐらい はみだしたっていいさ oh oh 夢を描こう 誰かの為に生きてみたって oh oh Tomorrow never knows 心のまま僕はゆくのさ 誰も知ることのない明日へ
131,東京,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,東京を象徴しているロボットみたいなビルの街 目一杯 精一杯の 働く人で今日もごった返してる 信号待ち。足を止めて誰かが口笛を吹いてる とぎれとぎれの旋律だけど なぜかしら 少しだけ癒されてる 描いた夢 それを追い続けたって 所詮 たどり着けるのはひとにぎりの人だけだと知ってる 「それならば何のために頑張ってる？」 とか言いながら分かってる この街に大切な人がいる 東京は後戻りしない 老いてく者を置き去りにして 目一杯 手一杯の 目新しいモノを抱え込んでく 思い出がいっぱい詰まった景色だって また 破壊されるから 出来るだけ執着しないようにしてる それでも匂いと共に記憶してる 遺伝子に刻み込まれてく この胸に大切な場所がある バイパスに架かる歩道橋からよく見える ベランダに咲いた彩とりどりの花 甘い匂いがこの胸にあふれ出す あの人に手紙でも書こうかなぁ？ 描いた夢、理想を追い続けたって 多分 ものにできるのはひとにぎりの人だけど あと少し頑張ってみようかな それでもいつか可能性が消える日が来ても 大切な人はいる 思い出がいっぱい詰まった景色だって また 破壊されるから 出来るだけ執着しないようにしてる それでも匂いと共に記憶してる 遺伝子に刻み込まれてく この街に大切な場所がある この街に大切な人がいる
132,逃亡者,"
Mr.Children",小林武史,小林武史,最初に思い出すのは 公園の夕暮れ 迷子になって泣いたあとの 静かな午後 やさしい言葉をかけてくる 大人たちの中で 僕は人生のサイズを感じた あれこれ考えてみても始まらないわ、と 彼女が去って行ったのは もう2年も前 やさしい言葉の一つでもかけようとしたけど だまってるしかないと 気づいたんだ いつまでもいつまでも 一緒だったらうれしいけど どこまでもどこまでも 一人きりだと思う時がある 薄暗い明日に向かう逃亡者 ところは変わって 目の前で君が笑うよ くったくがないのか 何も考えてないのか やさしい空気がここにホラ 流れこんできてる 君のまんまで認めてしまってる 喜びは 喜びはここにあるから大丈夫だ 悲しみは そこら中に転がっている 地雷の様に 踏まないように後をついておいで いつまでもいつまでも 一緒だったらうれしいけど どこまでもどこまでも 一人きりだと思う時がある 薄暗い明日に向かう逃亡者 逃亡者
133,遠くへと,"
Mr.Children",桜井和寿,桜井和寿,110km/h を超えたところで車体がぶれて アクセルを戻した 風の強い午後 首都高速を抜けて さらにその向こうへと 目的地は心の赴(おもむ)くままに委ねて 遠くへと遠くへと自由を浴び走る 僕のことを誰も知らない そんなところへと カーブを曲がる度に 迷いをひとつ落としてく そこからまた僕をはじめる 遠くへと遠くへと日常を捨て走る まだ何も描かれてない地図を頼りに 真っ直ぐに続く道 またアクセルを開ける 抱えたもやもやは風に溶け また僕がはじまる
134,通り雨,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,受け入れたつもりが どこかで拒んでる その理由すら自分でわからない 目に見えている事 その向こう側にある命の息吹 聞こえる 叶わない夢なら 捨てちゃえば身軽だよ 知ってる 分かってるんだけども もう少し抱きしめていたいや 通り雨 ほらまた降り出した 木の下で雨宿りしながら 物思いにふけっているよ 通り雨 この胸を濡らして 水溜まり いくつも作っていく いつか光が射して それが乱反射し合って キラキラ輝くといいのに 甘えるのが嫌で 寂しいのが苦手 あまのじゃくだと 君は笑うけれど 恨み続けながら とっくに許してる そんな毎日 繰り返す 生まれた瞬間から ゆっくりと死んでゆく そこからは もう逃れようがないなら 笑っていたいんだけどな… 通り雨 まだ降り続いてる 新聞をめくってる間に また陽は照りつけるだろう 通り雨 この胸を濡らして 水溜まり いくつも作っていく いつしか夜になって そこに星空が映って キラキラ輝くといいのに 雨上がりの街にある特有の匂い 透き通った空気が好きだった 何かをリセットしたみたいな気配が 新しい僕を運んでくる気がして… 通り雨 ほらまた降り出した 鼻歌を歌ってる間に また陽は照りつけるだろう 通り雨 この胸を濡らして 水溜まり いくつも作っていく いつか光が射して それが乱反射し合って キラキラ輝くといいのに 通り雨 この胸を濡らして 水溜まり いくつも作っていく いつしか夜になって そこに星空が映って キラキラ輝くといいのに キラキラ輝くといいのに
135,跳べ,"
Mr.Children",Kazutoshi Sakurai,Kazutoshi Sakurai,大体 君の知っての通りだ 頑張っちゃいるんだけれど 実際はこんなスケールの 小さなボンクラ 中肉中背 ガキの頃から これといった特技はなく 褒められも 叱られも しないで来たんです 変わんなくちゃ 今日で終わりにしなくちゃなぁ 毎回誓い立てるけど 一向に標的へと進んでる気がしない 腰痛と偏頭痛 抱えてる 家庭環境も良くは無い そんなネタを楯にして逃げてばかりで この間 ヘンテコな夢を見た おばあちゃんが出てきて 弱った僕をおんぶしてくれて 悪い奴らをやっつけた その翌朝 仏壇に手を 合わせて お礼を言って そこで世界がクリアに見えた どういった理由かは分からない 実際 そうだったんだからそれでいい 跳べ! 向かい風に乗って 「どうせ出来やしない」と植え付けた自己暗示を引っこ抜いて 呪縛を解け! カーペットの上 ソファーの上 思い立った瞬間 そこは滑走路 跳べ 跳べ 通りを我が物顔して 馬鹿騒ぎしてる若人に 実際はちょっとジェラシー 感じていたりします 安定を得るために斬り捨てた 衝動が化けて出てきて 枕元で言うんだ 「跳びたい 跳びたい」と プリン体の存在を知れば 選ぶビールを変える 日本中がみんな みのもんた 生き抜く秘訣を手にしたい だけど昨日 夜が明けるまで 浴びるほど呑んで なぜかそれ以来調子いいんだ どういった理由かは分からない 実際 そうだったんだからそれでいい 跳べ! イメージの羽 ばたつかせて 失敗を前提にした言い逃れを引っこ抜いて 呪縛を解け! 滑り台の上 ベンチの上 思い立った瞬間 そこは出発点 跳べ 跳べ 自分を縛ってる命綱 そいつを離してみるんだ そして 自由を掴み取るんだ 取るんだ ワンツーのスリー GO!で走り出すんだ 目指すべき場所はなくとも いつか 辿り着くんだ 跳ぶんだ そうだ ここが出発点 そうだここが滑走路 羽を開き 呪縛を解き そうだ ここが出発点 そうだ ここが滑走路 目指すべき場所はなくとも 離陸せよ!
136,友達のままで,"
Mr.Children",桜井和寿,桜井和寿,ハンドルを握って 見た事もない場所まで できるだけ頭を 空っぽにして走った あの娘の事 思い出さないように カーラジオつけて 飛ばして 友達のままじゃ いたくないと きりだした僕を見て もうこのままじゃ いられないと 君は急に泣き出した 外は晴れてるのに 標識はぼやけたまま ワイパーをつけても この涙(あめ)は飛ばされない いつの間にか 立てられていたルールを 壊したのは君の方なのに ふざけてばかりで 本当の事 隠しては来たけど 知ってたはずだろう 僕が君をいつもずっと見てた事 友達のままじゃ いたくないと きりだした僕を見て もうこのままじゃ いられないと 君は急に泣き出した
